id,type,name,rt,duration
1,RS1,n,1.9156530171167105,0.31079073203727603
1,RS1,m,2.214522517984733,0.34437942411750555
1,RS1,n,2.6576400480698794,0.28397691808640957
1,RS1,m,2.9453139600809664,2.9443733459338546
1,RS1,n,6.5352462460286915,1.768268072977662
1,RS1,m,8.800312926992774,0.33632796816527843
1,RS1,n,9.336237933021039,0.19626849913038313
1,RS1,m,9.665179691044614,0.5125771970488131
1,RS1,n,10.263296141056344,0.09215545607730746
1,RS1,m,10.503245073137805,0.08749107480980456
1,RS1,n,10.737164817983285,0.056404592003673315
1,RS1,m,10.991375636076555,0.4320997179020196
1,RS1,n,11.575440742075443,0.08425000193528831
1,RS1,m,11.842355228029191,0.46827054605819285
1,RS1,n,12.467194624943659,0.06431647203862667
1,RS1,n,12.712280289968476,0.0643833891954273
1,RS1,n,12.950327136088163,0.07602473604492843
1,RS1,m,13.204065033001825,0.2522050361149013
1,RS1,n,13.732027458027005,0.07666350505314767
1,RS1,m,14.00307811703533,0.444404779933393
1,RS1,n,14.603114692959934,0.07726043509319425
1,RS1,m,14.8433412599843,0.08810062916018069
1,RS1,n,15.099083418026567,0.07642720313742757
1,RS1,m,15.320998701965436,0.44434997509233654
1,RS1,n,15.87608721316792,0.14426816999912262
1,RS1,m,16.110225236043334,0.3961850230116397
1,RS1,n,16.669045373098925,0.10825870791450143
1,RS1,m,16.898037468083203,0.09642347507178783
1,RS1,n,17.15487206215039,0.09656635392457247
1,RS1,m,17.39812485105358,0.27223844989202917
1,RS1,n,17.938354530138895,0.12696104287169874
1,RS1,m,18.194139653118327,0.756096119992435
