id,type,name,rt,duration
1,RS1,m,1.6362654869444668,0.0512030350510031
1,RS1,m,1.7948448369279504,0.07219284307211637
1,RS1,m,1.9628122318536043,0.07259577605873346
1,RS1,m,2.1469065849669278,0.07212230400182307
1,RS1,m,2.3158704098314047,0.07253426010720432
1,RS1,m,2.5029800420161337,0.08431074186228216
1,RS1,n,2.8186951589304954,0.060388068901374936
1,RS1,n,2.989835198968649,0.0642035729251802
1,RS1,n,3.159650017041713,0.05635833996348083
1,RS1,n,3.3307166788727045,0.05238804710097611
1,RS1,n,3.502545558847487,0.07563106017187238
1,RS1,m,3.7987766289152205,0.06470951298251748
1,RS1,m,3.983725941972807,0.06864719185978174
1,RS1,m,4.167747022816911,0.08034064713865519
1,RS1,m,4.4078258879017085,0.0882110521197319
1,RS1,m,4.5958137139678,1.1201868730131537
1,RS1,n,5.917630419833586,0.760281705064699
1,RS1,n,6.856562462868169,0.28080404200591147
1,RS1,m,7.350571054033935,1.0044578819070011
1,RS1,m,8.533511851914227,0.2644245100673288
1,RS1,n,8.976572328945622,1.0843939068727195
1,RS1,n,10.455502636032179,0.8522939109243453
1,RS1,m,11.506525886012241,1.0002434069756418
1,RS1,n,12.74556333385408,0.9561582300812006
1,RS1,m,13.887371042044833,1.2963465028442442
1,RS1,n,15.467691652942449,1.0919824880547822
1,RS1,m,16.776353197870776,1.9562472510151565
1,RS1,n,18.948247060878202,1.3123023640364408
1,RS1,m,20.643261855002493,0.9765659410040826
1,RS1,n,21.783269539941102,0.944198481971398
1,RS1,m,23.12831635493785,1.0442847420927137
1,RS1,n,24.4272132338956,0.8483926621265709
1,RS1,m,25.550059279892594,1.2245441321283579
1,RS1,n,27.159092272864655,0.9723960170522332
